url,price_in_rp,title,address,district,city,lat,long,facilities,property_type,ads_id,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,building_age,year_built,property_condition,building_orientation,garages,furnishing
https://www.rumah123.com/properti/bogor/hos11145644/#qid~96043cfa-3f7c-4664-b753-477be50c4be7,500000000.0,Rumah Dekat Stasiun Bojong Gede 500 Juta nego Akses Langsung Jl Raya,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam, Kitchen Set, Wastafel,  One Gate System, Tempat Jemuran",rumah,hos11145644,2.0,1.0,75.0,38.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,1.0,2021.0,,timur,1.0,semi furnished
https://www.rumah123.com/properti/bogor/hos11346475/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,100000000.0,DIJUAL RUMAH KPR DENGAN PERSYARATAN KTP DAN KK,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11346475,2.0,1.0,55.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11346468/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,200000000.0,PROMO RUMAH MURAH KHUSUS SURVEI HARI INI,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman,  Taman, Jalur Telepon, Track Lari,  CCTV, Masjid,  Jalur Telepon, Jogging Track, AC,  Ac,  Keamanan, CCTV",rumah,hos11346468,,1.0,45.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11361584/#qid~ba512aae-34bf-491d-b55f-70e2bd4c3bac,275000000.0,Rumah komplek dijual on progres siap huni strategis,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Keamanan 24 jam,  Taman, Jalur Telepon,  CCTV, Masjid,  Jalur Telepon,  Akses Parkir, AC, Wastafel,  Ac,  One Gate System, Tempat Jemuran, Keamanan",rumah,hos11361584,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11359026/#qid~e056ee6a-d107-43d0-9a8c-2dccee850664,400000000.0,Hunian cantik dekat sts Bojong gede,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11359026,2.0,1.0,84.0,45.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,1.0,2021.0,baru,barat,2.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11359026/#qid~476d06f5-e887-4bbe-b617-cf5782954f5c,400000000.0,Hunian cantik dekat sts Bojong gede,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon, Track Lari, Masjid,  Jalur Telepon, AC,  Keamanan,  Ac, CCTV,  Jogging Track",rumah,hos11359026,2.0,1.0,84.0,45.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,1.0,2021.0,baru,barat,2.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11356841/#qid~8a6bc583-76d8-47cc-91fc-993ba8c3ab73,456000000.0,"Rumah Murah di Bojong Gede,dp 0,gratis Biaya2,cukup Boking 2juta","Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, One Gate System,  Playground, Keamanan 24 jam",rumah,hos11356841,2.0,1.0,72.0,39.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,0.0,2022.0,,,0.0,
https://www.rumah123.com/properti/bogor/hos11356454/#qid~8a6bc583-76d8-47cc-91fc-993ba8c3ab73,473000000.0,Rumah Ala Eropa Dp 0 Free Tv Dan Sofa 10 Menit Stasiun Citayam SHM,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Wastafel",rumah,hos11356454,2.0,1.0,72.0,36.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11345940/#qid~0a74697a-ab92-4dc2-a303-0dd9d0bcbe67,275000000.0,Rumah mewah dicitayam dekat stasiun KA on progres siap huni,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Taman,  Masjid, Jalur Telepon,  CCTV, AC, Wastafel,  Keamanan,  Ac, CCTV, Tempat Jemuran",rumah,hos11345940,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11345940/#qid~9ab0b10c-8ceb-4c9a-9e7a-479f91a141d1,275000000.0,Rumah mewah dicitayam dekat stasiun KA on progres siap huni,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Taman,  Masjid, Jalur Telepon,  CCTV, AC, Wastafel,  Keamanan,  Ac, CCTV, Tempat Jemuran",rumah,hos11345940,2.0,1.0,60.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11351345/#qid~9ab0b10c-8ceb-4c9a-9e7a-479f91a141d1,160000000.0,Rumah cash 2 kamar tidur 1 kamar mandi strategis bebas banjir,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Keamanan 24 jam,  Taman,  Masjid, Jalur Telepon,  CCTV, Masjid,  Jalur Telepon, Ac,  Akses Parkir, AC, Wastafel,  Keamanan,  One Gate System, CCTV, Tempat Jemuran",rumah,hos11351345,2.0,1.0,42.0,42.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11355154/#qid~d038a960-1c55-49f7-95ae-6ec67c77eb27,399000000.0,Rumah Cozy Design Scandi di Bojong Gede 14 Menit Ke St Bojong Gede,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Keamanan 24 jam, One Gate System",rumah,hos11355154,2.0,1.0,60.0,40.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,,0.0,
https://www.rumah123.com/properti/bogor/hos11287267/#qid~d038a960-1c55-49f7-95ae-6ec67c77eb27,225000000.0,Rumah Minimalis Modern 10mnt Dari Stasiun Citayam,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  CCTV,  One Gate System, CCTV, Tempat Jemuran",rumah,hos11287267,2.0,1.0,60.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,timur,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11286653/#qid~2f3cedbc-699c-400d-9812-3b18e40d2b4c,790000000.0,"Rumah 2 Lantai Nyaman Terawat di Puri Artha Sentosa, Bojong Gede","Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Taman, Keamanan 24 jam,  Taman, Jalur Telepon, Masjid",rumah,hos11286653,4.0,4.0,150.0,147.0,1.0,shm - sertifikat hak milik,6600 mah,0.0,0.0,2.0,,,bagus,,0.0,
https://www.rumah123.com/properti/bogor/hos11086291/#qid~a3b85dc6-9dd7-4fa9-9eac-113f4eba7868,150000000.0,RUMAH DIJUAL DENGAN SKEMA PEMBAYARAN KPR PRIBADI,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Jalur Telepon,  Ac,  Taman,  CCTV, Jogging Track,  Masjid, Keamanan",rumah,hos11086291,2.0,1.0,55.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11112107/#qid~a3b85dc6-9dd7-4fa9-9eac-113f4eba7868,135000000.0,PROMO RUMAH 100JUTAN STRATEGIS DAN BISA KPR,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," CCTV, Ac,  Masjid, Jalur Telepon,  Keamanan",rumah,hos11112107,,1.0,38.0,38.0,0.0,shm - sertifikat hak milik,900 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11148678/#qid~c4d44eb1-084a-4a56-ac83-c2d53c7e711d,437000000.0,Lokasi Strategis Rumah Bogor Legalitas SHM,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,Tempat Jemuran,rumah,hos11148678,2.0,1.0,113.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,,0.0,
https://www.rumah123.com/properti/bogor/hos11148653/#qid~c4d44eb1-084a-4a56-ac83-c2d53c7e711d,250000000.0,Dijual Cepat Rumah Di Perumahan Pura Bojong Bojong Gede Bogor,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,Masjid,rumah,hos11148653,2.0,1.0,60.0,55.0,0.0,shm - sertifikat hak milik,900 mah,0.0,0.0,1.0,,,sudah renovasi,,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11148617/#qid~c4d44eb1-084a-4a56-ac83-c2d53c7e711d,125000000.0,Rumah Terawat Dan Termurah Dicitayam Akses Mobil,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Tempat Jemuran, Jalur Telepon, Wastafel,  Taman",rumah,hos11148617,2.0,1.0,30.0,30.0,0.0,shm - sertifikat hak milik,900 mah,0.0,0.0,1.0,2.0,2020.0,bagus,,0.0,
https://www.rumah123.com/properti/bogor/hos10886847/#qid~a26de7dd-7df7-4c2e-a5db-c86c883522b1,135000000.0,DIJUAL RUMAH MURAH STRATEGIS 100JUTAAN,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Jalur Telepon,  Ac, Masjid,  Taman,  CCTV, Jogging Track,  Keamanan",rumah,hos10886847,2.0,1.0,38.0,38.0,0.0,shm - sertifikat hak milik,900 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11086393/#qid~a26de7dd-7df7-4c2e-a5db-c86c883522b1,100000000.0,Rumah KPR pribadi di susukan lokasi super strategis,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Jogging Track,  Taman,  CCTV, Ac,  Masjid, Jalur Telepon,  Keamanan",rumah,hos11086393,2.0,1.0,55.0,36.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11084692/#qid~b39d3b73-d755-416a-af23-160c4b069ab4,150000000.0,Dijual Cepat Rumah Baru Harga Termurah Siap Huni,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935,"Tempat Jemuran,  One Gate System, Keamanan 24 jam,  Taman, Taman, Wastafel, Jalur Telepon",rumah,hos11084692,2.0,1.0,40.0,40.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,,0.0,
https://www.rumah123.com/properti/bogor/hos10886883/#qid~72c0d0fa-15ed-44a4-9e30-a48cde4955c3,100000000.0,KPR SYARIAH TANPA BI CHEKING DAN BUNGA,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Jalur Telepon,  Ac,  Jogging Track, Masjid,  Taman, CCTV,  Keamanan",rumah,hos10886883,2.0,1.0,55.0,36.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,selatan,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10966099/#qid~2a6d6b21-35af-4c85-8acd-d480cfa06f0b,172000000.0,Rumah di Pabuaran Citayam Kualitas Terbaik Siap Huni,"Bojong Gede, Bogor",Bojong Gede, Bogor,-6.4769375,106.7880935," Masjid, Jalur Telepon, Keamanan,  Taman",rumah,hos10966099,2.0,1.0,45.0,45.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,baru,,0.0,
https://www.rumah123.com/properti/bogor/hos11339515/#qid~337fec8b-ab3f-4fd1-baac-2d756c68690a,2400000000.0,Rumah Luas 2 Lantai di Villa Bogor Indah Dekat Cibinong Harga All In Kpr,"Kedung Halang, Bogor",Kedung Halang, Bogor,-6.5502955,106.8097115,"Taman, Tempat Jemuran, Keamanan 24 jam",rumah,hos11339515,4.0,3.0,153.0,200.0,1.0,shm - sertifikat hak milik,2200 mah,1.0,0.0,2.0,,,bagus,,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10711987/#qid~cd1be705-6180-4666-8e14-77bceb70cfc1,650000000.0,Rumah Siap Huni Di Villa Bogor Indah Dekat Cilebut Siap Kpr Harga All In,"Kedung Halang, Bogor",Kedung Halang, Bogor,-6.5502955,106.8097115,"Taman, Keamanan",rumah,hos10711987,2.0,1.0,66.0,33.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos8993252/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,1700000000.0,"rumah di Bogor, Perumahan Elite dengan lokasi strategis - Nego sampai DEAL","Kedung Halang, Bogor",Kedung Halang, Bogor,-6.5502955,106.8097115," Taman, Kolam Renang,  Ac,  Jogging Track, Keamanan",rumah,hos8993252,2.0,2.0,84.0,96.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,2.0,2020.0,baru,barat daya,0.0,semi furnished
https://www.rumah123.com/properti/bogor/hos10711944/#qid~cb1a80d7-d8ba-4990-ba99-7e27c1372a36,650000000.0,Rumah Strategis Di Villa Bogor Indah Dekat Cibinong Harga All In Kpr,"Kedung Halang, Bogor",Kedung Halang, Bogor,-6.5502955,106.8097115,"Taman, Keamanan",rumah,hos10711944,2.0,1.0,66.0,33.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11089187/#qid~98005c5e-d32a-4f8a-9887-67d8eb6e3b65,800000000.0,"Rumah Dijual di Villa Bogor Indah 5, Kabupaten Bogor.","Kedung Halang, Bogor",Kedung Halang, Bogor,-6.5502955,106.8097115,"Tempat Jemuran, Lapangan Bola,  Akses Parkir, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV,  Playground, Jalur Telepon",rumah,hos11089187,3.0,2.0,101.0,45.0,0.0,hgb - hak guna bangunan,1300 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11046725/#qid~337fec8b-ab3f-4fd1-baac-2d756c68690a,840000000.0,Rumah Dekat Citeureup di Permata Cimanggis Harga All In Siap Kpr,"Tapos, Bogor",Tapos, Bogor,-6.40158,106.49494,"Taman, Keamanan 24 jam",rumah,hos11046725,2.0,1.0,84.0,48.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,,,bagus,barat daya,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10023300/#qid~8774c7b1-6861-4f08-9bb9-c72b0bb25c98,945000000.0,Rumah Bebas Banjir di Rose Garden Dekat Gunung Putri Harga All In Kpr Bisa Nego,"Tapos, Bogor",Tapos, Bogor,-6.40158,106.49494,"Taman, Keamanan",rumah,hos10023300,2.0,1.0,105.0,60.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612540/#qid~cd1be705-6180-4666-8e14-77bceb70cfc1,1020000000.0,Rumah Bebas Banjir Permata Cimanggis Dekat Cibinong Bisa Kpr Harga All In,"Tapos, Bogor",Tapos, Bogor,-6.40158,106.49494,"Taman, Keamanan",rumah,hos10612540,2.0,1.0,86.0,50.0,0.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612531/#qid~337fec8b-ab3f-4fd1-baac-2d756c68690a,1080000000.0,Rumah Strategis 2 Lantai The Green Hill Cluster Bay Hill Cibinong Bebas Banjir Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612531,3.0,2.0,84.0,84.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10996555/#qid~8774c7b1-6861-4f08-9bb9-c72b0bb25c98,699000000.0,Rumah Minimalis Siap Kpr Dekat Stasiun Cibinong Bogor Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10996555,2.0,1.0,88.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,barat daya,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612840/#qid~8774c7b1-6861-4f08-9bb9-c72b0bb25c98,810000000.0,Rumah Minimalis Harga All In di Taman Sukahati Permai Cibinong Bisa Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612840,2.0,1.0,105.0,45.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10515879/#qid~9325c2fa-c8f2-414c-9cc4-64ae986a56e6,1380000000.0,Rumah Luas 2 Lantai di Erfina Kencana Regency Cibinong Harga All In Siap Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10515879,3.0,2.0,105.0,150.0,1.0,shm - sertifikat hak milik,2200 mah,1.0,0.0,2.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11126963/#qid~8a9b79b5-e65f-4972-aa06-16b294eb9e02,699000000.0,Rumah Strategis Harga All In di Cibinong Green Park Dekat Sukmajaya Siap Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Tempat Jemuran, Keamanan 24 jam",rumah,hos11126963,2.0,1.0,88.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,barat daya,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10506054/#qid~8a9b79b5-e65f-4972-aa06-16b294eb9e02,1500000000.0,Rumah Strategis Siap Kpr Dekat Stasiun Cibinong Harga All In Nego,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10506054,3.0,3.0,164.0,104.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,2.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612772/#qid~9b9e3309-5fcb-4a8d-bb8c-c51088c8c628,1080000000.0,Rumah Cluster 2 Lantai Di The Green Hill Cluster Bay Hill Dekat Citayam Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612772,3.0,2.0,84.0,84.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10613185/#qid~8e47fe0a-b39a-403a-a7bf-46a1f9bf7054,810000000.0,Rumah Minimalis Siap Kpr Harga All In di Taman Sukahati Permai Cibinong,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10613185,2.0,1.0,105.0,45.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10613253/#qid~8e47fe0a-b39a-403a-a7bf-46a1f9bf7054,1080000000.0,Rumah Strategis 2 Lantai The Green Hill Cibinong Bebas Banjir Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10613253,3.0,2.0,84.0,84.0,0.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10702507/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,780000000.0,Rumah Strategis Bebas Banjir Dekat Cibinong di Griya Melati Mas Siap Kpr Harga All In,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10702507,3.0,1.0,98.0,68.0,1.0,hgb - hak guna bangunan,1300 mah,1.0,0.0,1.0,,,bagus,,1.0,
https://www.rumah123.com/properti/bogor/hos10836788/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,800000000.0,Rumah Siap Kpr Dekat Cibinong di Griya Melati Mas Harga All In Nego,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10836788,2.0,1.0,96.0,71.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,,,bagus,selatan,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10839013/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,840000000.0,Rumah Siap Kpr di Perum Hankam Dekat Stasiun Ka Cibinong Harga All In Nego,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10839013,3.0,4.0,90.0,180.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,,,bagus,utara,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10996556/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,699000000.0,Rumah Minimalis Harga All In Kpr di Cibinong Green Park Dekat Cilodong,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10996556,2.0,1.0,88.0,40.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,barat daya,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10868155/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,650000000.0,Rumah Minimalis di Puri Kencana Strategis Bebas Banjir Harga All In Siap Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10868155,2.0,1.0,88.0,53.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,,,bagus,,0.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612776/#qid~4c2dc1ad-4bf3-4105-8a24-81d73add513b,1140000000.0,Rumah Dekat Sentul City di Wartawangsa Residence Harga All In Siap Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612776,3.0,2.0,84.0,76.0,0.0,,1300 mah,0.0,0.0,2.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612535/#qid~cb1a80d7-d8ba-4990-ba99-7e27c1372a36,1140000000.0,Rumah 2 Lantai Wartawangsa Residence Di Pusat Cibinong Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612535,3.0,2.0,84.0,76.0,0.0,,1300 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10612580/#qid~cb1a80d7-d8ba-4990-ba99-7e27c1372a36,1380000000.0,Rumah Luas 2 Lantai di Erfina Kencana Regency Cibinong Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10612580,3.0,2.0,105.0,150.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,0.0,2.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10575663/#qid~cb1a80d7-d8ba-4990-ba99-7e27c1372a36,1080000000.0,Rumah Strategis The Green Hill Cluster Bay Hill Harga All In Siap Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10575663,3.0,2.0,84.0,84.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10574821/#qid~cb1a80d7-d8ba-4990-ba99-7e27c1372a36,1140000000.0,Rumah Siap Kpr di Wartawangsa Residence Bebas Banjir Harga All In Nego,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10574821,3.0,2.0,84.0,76.0,1.0,,1300 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10613249/#qid~cb1a80d7-d8ba-4990-ba99-7e27c1372a36,1140000000.0,Rumah 2 Lantai Wartawangsa Residence Di Pusat Cibinong Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10613249,3.0,2.0,84.0,76.0,0.0,,1300 mah,0.0,0.0,2.0,,,,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10613205/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,1380000000.0,Rumah Luas 2 Lantai di Erfina Kencana Regency Cibinong Harga All In Kpr,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10613205,3.0,2.0,105.0,150.0,0.0,shm - sertifikat hak milik,2200 mah,1.0,0.0,2.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10658731/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,1620000000.0,Rumah Bisa Kpr Harga All In di Bojong Depok Baru 1 Bisa Nego,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10658731,5.0,2.0,104.0,180.0,1.0,shm - sertifikat hak milik,2200 mah,1.0,0.0,3.0,,,bagus,timur laut,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos10490638/#qid~cf8ff284-0056-4a74-ac46-3cccd475244e,810000000.0,Rumah Minimalis Siap Kpr Harga All In di Taman Sukahati Permai Cibinong,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Taman, Keamanan",rumah,hos10490638,2.0,1.0,105.0,45.0,1.0,shm - sertifikat hak milik,2200 mah,0.0,0.0,1.0,,,bagus,,1.0,unfurnished
https://www.rumah123.com/properti/bogor/hos11354367/#qid~fa3659e0-f6c9-465a-87c6-b2954e6873e6,695000000.0,Cepat Rumah di Perumahan di Cibinong,"Cibinong, Bogor",Cibinong, Bogor,-6.4824535,106.8367054,"Keamanan 24 jam,  Taman, Jalur Telepon,  CCTV, Masjid, Kulkas,  AC,  Playground, Wastafel,  One Gate System, Track Lari, Tempat Jemuran,  Tempat Laundry",rumah,hos11354367,2.0,1.0,82.0,45.0,1.0,shm - sertifikat hak milik,1300 mah,0.0,0.0,1.0,0.0,2022.0,,selatan,0.0,unfurnished
